Location in Stile,Type of video,Location of video
"Stile Science/Reversible and Irreversible Change/5. 🖐 Hands-on science: Ready, set, dough!",Upload,https://stileapp.com/uploads/au/T20170117-8ab6ca9a4e0ff31075f010d84b1bfd2c85da1d56bb686d8c7987a5/E06_15.mp4?response-content-disposition=attachment;%20filename=%22E06_15.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=4rChIlJD6Pv2K3d9ANtQ7slL3Dc%3D
Stile Science/Reversible and Irreversible Change/6. Digestion,YouTube,https://youtube.com/watch?v=VwrsL-lCZYo
Stile Science/Reversible and Irreversible Change/7. Just for fun,YouTube,https://youtube.com/watch?v=znoSaHwbHYg
Stile Science/Natural Disasters/1. What a disaster!,Upload,https://stileapp.com/uploads/au/9b87faad66d1839b62123d8cb92141d74c98c74d7fc7e4950523806a00d7c808/OPENER_01.mp4?response-content-disposition=attachment;%20filename=%22OPENER_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=f%2BMfk2vzViawtU4uL%2FghSP2qpLk%3D
Stile Science/Natural Disasters/1. What a disaster!,YouTube,https://youtube.com/watch?v=4wr7sQ_V3j8
Stile Science/Natural Disasters/1. What a disaster!,Upload,https://stileapp.com/uploads/au/4f4affc23780be491ef5ee41ecbc8e66ec85f4fa41fa59228b80be1ca20de0ce/SCENE02.mp4?response-content-disposition=attachment;%20filename=%22SCENE02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=849Gj2wDwZq6bxabIdV82trS8Hc%3D
Stile Science/Natural Disasters/1. What a disaster!,Upload,https://stileapp.com/uploads/au/e0d9f82c1d12f58b45043c96e6899540fa64213bdcca8e71bde1f5815ac3f020/SCENE03.mp4?response-content-disposition=attachment;%20filename=%22SCENE03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=1quxxlSv9LyTO2ZFYVqp19OdFJs%3D
Stile Science/Natural Disasters/1. What a disaster!,YouTube,https://youtube.com/watch?v=n73qtEojP_Y
Stile Science/Natural Disasters/1. What a disaster!,Upload,https://stileapp.com/uploads/au/d497323f3285b4a6b4362bae63790a5d9d74da9e55cb39b01b825b1c10619abe/SCENE04.mp4?response-content-disposition=attachment;%20filename=%22SCENE04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=fUIXJ9xY1ikq5skF1f7p40sNjAE%3D
Stile Science/Natural Disasters/1. What a disaster!,YouTube,https://youtube.com/watch?v=tSPz5AT7beI
Stile Science/Natural Disasters/1. Geological or meteorological hazards,Upload,https://stileapp.com/uploads/au/255777dacb7037a2bd75d6a685c6645af7adc9675efe2f4477221a0d16ee6295/SCENE05.mp4?response-content-disposition=attachment;%20filename=%22SCENE05.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=kt2SljCe9M2BxqmUhI6luavhylI%3D
Stile Science/Natural Disasters/1. Geological or meteorological hazards,Upload,https://stileapp.com/uploads/au/d72cdbb72aed7cb258ff6b951477a6794776175b2100edecd7a857929a151045/SCENE06.mp4?response-content-disposition=attachment;%20filename=%22SCENE06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=EjTtx%2F%2FDeGpIfmnDe%2F%2Fv8KbMqiw%3D
Stile Science/Natural Disasters/1. Geological or meteorological hazards,YouTube,https://youtube.com/watch?v=zocutif0cQY
Stile Science/Natural Disasters/2. Geological hazards,Upload,https://stileapp.com/uploads/au/058ce6e1cfa7afa239e9f2770eed8f081779b301c1d59a3313e069fdd0be671e/SCENE07.mp4?response-content-disposition=attachment;%20filename=%22SCENE07.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=uAPb4S0jWpCcsLxnv2%2FmSbe05do%3D
Stile Science/Natural Disasters/2. Geological hazards,YouTube,https://youtube.com/watch?v=WCeSP8bqY1w
Stile Science/Natural Disasters/2. Tectonic plates,YouTube,https://youtube.com/watch?v=ELd3ebldSTs
Stile Science/Natural Disasters/2. Optional extension: Convection currents,YouTube,https://youtube.com/watch?v=Ak9CBB1bTcc
Stile Science/Natural Disasters/2. Optional extension: Convection currents,YouTube,https://youtube.com/watch?v=Ak9CBB1bTcc
Stile Science/Natural Disasters/2. Meteorological hazards,Upload,https://stileapp.com/uploads/au/419ee33312bd7c02c38fac4c5f4a590899451a7aad6bc8b6154fb260646d90fc/SCENE09.mp4?response-content-disposition=attachment;%20filename=%22SCENE09.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=b1HpFLVH6hEn4xAzDZkPwgiNufo%3D
Stile Science/Natural Disasters/2. Meteorological hazards,YouTube,https://youtube.com/watch?v=5sg9sCOXFIk
Stile Science/Natural Disasters/2. Weather and climate,YouTube,https://youtube.com/watch?v=wXFDYpI2qUE
Stile Science/Natural Disasters/2. Weather and climate,YouTube,https://youtube.com/watch?v=QVZExLO0MWA
Stile Science/Natural Disasters/2. 🖐 Hands-on science: Measuring wind speed,YouTube,https://youtube.com/watch?v=LmijLWxVVx8
Stile Science/Natural Disasters/2. 🖐 Hands-on science: Measuring wind speed,YouTube,https://youtube.com/watch?v=5lKhb5Ggd-4
Stile Science/Natural Disasters/3. Earthquakes,YouTube,https://youtube.com/watch?v=e7ho6z32yyo
Stile Science/Natural Disasters/3. Measuring earthquakes,YouTube,https://youtube.com/watch?v=avVX31PuU8Q
Stile Science/Natural Disasters/3. Measuring earthquakes,YouTube,https://youtube.com/watch?v=Gbd1FcuLJLQ
Stile Science/Natural Disasters/3. 🖐 Hands-on science: Earthquakes and Tsunamis,YouTube,https://youtube.com/watch?v=xyKgamjegtQ
Stile Science/Natural Disasters/3. 🖐 Hands-on science: Earthquakes and Tsunamis,YouTube,https://youtube.com/watch?v=oWzdgBNfhQU
Stile Science/Natural Disasters/3. Drought,YouTube,https://youtube.com/watch?v=b1f-G6v3voA
Stile Science/Natural Disasters/3. Drought,Upload,https://stileapp.com/uploads/au/T20190606-26e139810d686af4bbb910c28fef92d15a239f568f182dc89de113/20150519_elnino_576.mp4?response-content-disposition=attachment;%20filename=%2220150519_elnino_576.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626750000&Signature=zK9PJGtlvAndxuLJIOuVTLFqwXY%3D
Stile Science/Natural Disasters/3. Effects of drought,Upload,https://stileapp.com/uploads/au/T20190820-e380f3fed7cec3ce67b63f5f842b6de02d991ab2d397815cb2aed3/20150303_droughtdoco_576.mp4?response-content-disposition=attachment;%20filename=%2220150303_droughtdoco_576.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=TcTTfpZGoTkoI5O4S5%2Fdlgv15hQ%3D
Stile Science/Natural Disasters/3. 👪 Citizen science: Measuring rainfall,YouTube,https://youtube.com/watch?v=SZwJzB-yMrU
Stile Science/Natural Disasters/3. 👪 Citizen science: Measuring rainfall,YouTube,https://youtube.com/watch?v=U3gNxjXBCEM
Stile Science/Natural Disasters/3. 👪 Citizen science: Measuring rainfall,YouTube,https://youtube.com/watch?v=KWENi2F_4PU
Stile Science/Natural Disasters/3. Test your knowledge,Upload,https://stileapp.com/uploads/au/315b3485e772d06fbbeddc3569aef73343bdc86d1ee1e42652d300d00f58b996/SCENE10.mp4?response-content-disposition=attachment;%20filename=%22SCENE10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=t1Nj9eX4SS%2BcmYrRkAqofeYbCds%3D
Stile Science/Natural Disasters/4. Harm minimisation,Upload,https://stileapp.com/uploads/au/7db5a4117637efb603861e98d02594d480bd734f33258231add99d887bf7e720/SCENE11.mp4?response-content-disposition=attachment;%20filename=%22SCENE11.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626760800&Signature=TCWw3t7HqJhAJ%2F%2BfC2pR8nCeIvk%3D
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=HtVwVX_jj8I
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=o2YgHWnw2Yo
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=FGMg4tcwTCE
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=FrgEbx6esYE
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=QhG1x6ONleE
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=ZkL9Jq222k4
Stile Science/Natural Disasters/4. Harm minimisation,YouTube,https://youtube.com/watch?v=DEiBCdXLxqw
Stile Science/Natural Disasters/5. Project: Disaster hero,Upload,https://stileapp.com/uploads/au/598d379bdb44e495ba3706ed6a3dbd077c0cbf8c026518e3b4337ae767718b08/SCENE12.mp4?response-content-disposition=attachment;%20filename=%22SCENE12.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=xEeIns5ZNctxmQsf3alb4BWbMzk%3D
Stile Science/Natural Disasters/6. Disaster relief,YouTube,https://youtube.com/watch?v=nyM_sk8tjEo
Stile Science/The Solar System/1. Out of this world,Upload,https://stileapp.com/uploads/au/T20170407-e212b3c8581c9e9a3b1cd00655b1c261c29527cb2eb800acd31824/E08_01.mp4?response-content-disposition=attachment;%20filename=%22E08_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626822000&Signature=uXtG8T5fRvM4YCQfYEtH7WBsF%2Bk%3D
Stile Science/The Solar System/1. Out of this world,YouTube,https://youtube.com/watch?v=Xqy8acwT3jI
Stile Science/The Solar System/1. 🛠Engineering Challenge: Blast Off!,Upload,https://stileapp.com/uploads/au/T20170407-f1e07fa009a0b87199c33b5432dccd78bd5a3fbf037b8d1482007b/E08_02.mp4?response-content-disposition=attachment;%20filename=%22E08_02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626760800&Signature=p3qOa%2BUFk5Y%2BunFCStu73jEdB8c%3D
Stile Science/The Solar System/1. 🛠Engineering Challenge: Blast Off!,YouTube,https://youtube.com/watch?v=EwY6p-r_hyU
Stile Science/The Solar System/1. 🛠Engineering Challenge: Blast Off!,YouTube,https://youtube.com/watch?v=EwY6p-r_hyU
Stile Science/The Solar System/1. 🛠Engineering Challenge: Blast Off!,Upload,https://stileapp.com/uploads/au/T20170405-477bf9da08d24ccb9c0bae2095b56ccc00764a564286515f6f186e/E8_03.mp4?response-content-disposition=attachment;%20filename=%22E8_03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626760800&Signature=nQcKO%2B6scXdgVozRv81qVRGBj2o%3D
Stile Science/The Solar System/1. 🛠Engineering Challenge: Blast Off!,YouTube,https://youtube.com/watch?v=SNSnt_tO7Oo
Stile Science/The Solar System/2. Space exploration,Upload,https://stileapp.com/uploads/au/T20170407-7cc9bed845e83da61170931a3634af2aa45b4632251373149da25e/E08_04.mp4?response-content-disposition=attachment;%20filename=%22E08_04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=UjrdE1GhkCd9D9G8PSobzMNtrTo%3D
Stile Science/The Solar System/2. Space exploration,BTN,""
Stile Science/The Solar System/2. Space exploration,BTN,""
Stile Science/The Solar System/2. Space exploration,YouTube,https://youtube.com/watch?v=9oEsN9A9bmw
Stile Science/The Solar System/2. The Solar System,Upload,https://stileapp.com/uploads/au/T20170407-1aea6fa3bbe3d4f7f55a119aa6e7dd372d9f9d2c070881c176b014/E08_06.mp4?response-content-disposition=attachment;%20filename=%22E08_06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=DOE7p4UA7Bo6dTa8COnOz98fOvA%3D
Stile Science/The Solar System/2. The Solar System,YouTube,https://youtube.com/watch?v=0ytyMKa8aps
Stile Science/The Solar System/2. The Solar System,YouTube,https://youtube.com/watch?v=ZHAqT4hXnMw
Stile Science/The Solar System/2. Spinning around,Upload,https://stileapp.com/uploads/au/T20170405-2b118709dcde2068b9504c719d3bcfcb0e3baa1841b42949a8e4a6/E08_05.mp4?response-content-disposition=attachment;%20filename=%22E08_05.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626760800&Signature=x30XyJTzf6efVEHK%2F30kwNyHkVU%3D
Stile Science/The Solar System/2. Changing models,YouTube,https://youtube.com/watch?v=fIp4Ay1_-mI
Stile Science/The Solar System/2. Changing models,YouTube,https://youtube.com/watch?v=B9Fr2VoLr10
Stile Science/The Solar System/2. Changing models,YouTube,https://youtube.com/watch?v=v5UMpQeuuis
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=t-kzdR93bqw
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=6FB0rDsR_rc
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=l64YwNl1wr0
"Stile Science/The Solar System/3. The Sun, Earth and Moon",Upload,https://stileapp.com/uploads/au/T20170209-a07e631bea3917c8445874d435d82eb1bba053b5c9a39723467c15/AdobeStock_54768003.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_54768003.mov%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626782400&Signature=%2BAw%2Ba4M76H4SjTltRu6FzAkMeE4%3D
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=zN6kCa6xi9k
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=i235Y2HRksA
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=tGlGUK7D6xI
"Stile Science/The Solar System/3. The Sun, Earth and Moon",YouTube,https://youtube.com/watch?v=AQRNzepe4wI
"Stile Science/The Solar System/3. The Sun, Earth and Moon",Upload,https://stileapp.com/uploads/au/T20170406-452a80e11baa992a3cf5d8c90c5150c62c92d9770264338367cec3/E08_07.mp4?response-content-disposition=attachment;%20filename=%22E08_07.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626757200&Signature=2nLzu5bLCNNddAU%2B7tGLuMhRU6g%3D
Stile Science/The Solar System/3. Project: Spinning through space,Upload,https://stileapp.com/uploads/au/T20170807-eda5560f7c64e1eba80d862c8b4a6e4485074463823738a1a77637/E08_08.mp4?response-content-disposition=attachment;%20filename=%22E08_08.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626760800&Signature=F2gNgZgekepBzfgPu02TMf0bf64%3D
"Stile Science/The Solar System/4. Star light, star bright",Upload,https://stileapp.com/uploads/au/T20170411-e8f5218d77e1529dce96e7ffb55f0debf31c9902ec28b562562ff5/E08_09.mp4?response-content-disposition=attachment;%20filename=%22E08_09.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626757200&Signature=T7ZARS66mF357GxyUfo9q9P%2B9Jk%3D
"Stile Science/The Solar System/4. Star light, star bright",YouTube,https://youtube.com/watch?v=vplwOiZ42U0
"Stile Science/The Solar System/4. Star light, star bright",YouTube,https://youtube.com/watch?v=7t3aXb3LpWg
"Stile Science/The Solar System/4. Star light, star bright",YouTube,https://youtube.com/watch?v=ZrS3Ye8p61Y
"Stile Science/The Solar System/4. Star light, star bright",Upload,https://stileapp.com/uploads/au/T20170403-74978b77d202a93e9b9acfd11e1939c814821d604b9e80bebde6f8/Karlie_Noone_Interview.mp4?response-content-disposition=attachment;%20filename=%22Karlie_Noone_Interview.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626757200&Signature=s1FkanZbbev6IPkCsp3srpyhMaQ%3D
"Stile Science/The Solar System/4. Star light, star bright",Upload,https://stileapp.com/uploads/au/T20170406-5552b6866d45fbbcc79e2ba952efd64ca55cdca212cadad6bb9ca3/E08_10.mp4?response-content-disposition=attachment;%20filename=%22E08_10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626757200&Signature=RVBkg9NyjykJJHwUTG7gAp8%2Fm%2FA%3D
Stile Science/The Solar System/5. Report to Mission Control,Upload,https://stileapp.com/uploads/au/T20170407-e7f69972d0866fbcbf0a64187408641d66ffa825a9920e30f5fef6/E08_11.mp4?response-content-disposition=attachment;%20filename=%22E08_11.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626760800&Signature=BCQ%2B8RUzgWfMmb9P4Sp2yH7vsQY%3D
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=LWGJA9i18Co
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=uaDxXliif8s
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=wFNHAtDYiY0
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=5L-TGIB9Q3M
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=S8XYLCY4RDc
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=LmG8StAtla4
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=0NZI_XG90FM
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=Jlnu5rYdG0g
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=QijtbQT4MtE
Stile Science/The Solar System/7. Just for Fun,YouTube,https://youtube.com/watch?v=ApGL56MIBoo
Stile Science/Light/1. Carnival of Lights,Upload,https://stileapp.com/uploads/au/T20170807-66a82cf670f00d43e834018152507265bc75df596b5376f6561485/E09_01.mp4?response-content-disposition=attachment;%20filename=%22E09_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=UfgF6w1Di8h0%2BxlTus6MCqmqlNI%3D
Stile Science/Light/1. Carnival of Lights,YouTube,https://youtube.com/watch?v=1PsHHKwtXQU
Stile Science/Light/1. Carnival of Lights,Upload,https://stileapp.com/uploads/au/T20170807-854f772d4f48fecaded1056e358ec7bd9c88e24672f2152fb939ed/E09_02.mp4?response-content-disposition=attachment;%20filename=%22E09_02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=nRR8VU6OW8XOkrjxoC%2F4H0rOEjk%3D
Stile Science/Light/1. Carnival of Lights,Upload,https://stileapp.com/uploads/au/T20170807-2d77f9af7a6eed2750bac293ef191233401347ddef8b478baebd94/E09_03.mp4?response-content-disposition=attachment;%20filename=%22E09_03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=Z%2Fs0XCuMr4yFgeJkCbSe%2Fb1tK2k%3D
Stile Science/Light/2. Lighting the way,Upload,https://stileapp.com/uploads/au/T20170501-8ea7462e568449265aa332a9c80b5e8972d0bc1430be90515ba470/E09_04.mp4?response-content-disposition=attachment;%20filename=%22E09_04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=q4IaiUXJIj8MVG%2B8NW4yFS5njWI%3D
"Stile Science/Light/2. 🖐 Hands-on science: Transparent, translucent, opaque",YouTube,https://youtube.com/watch?v=d7yTlp4gBTI
"Stile Science/Light/2. 🖐 Hands-on science: Transparent, translucent, opaque",Upload,https://stileapp.com/uploads/au/T20170501-c3553c7d86508bca13f1790027a144ee092822d5118e4ae5fddb82/E09_05.mp4?response-content-disposition=attachment;%20filename=%22E09_05.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626750000&Signature=yltDhHFg4wp6oZ6s6jlp0GGZtWY%3D
Stile Science/Light/2. 🔎 Investigation: Shadows,YouTube,https://youtube.com/watch?v=a4Fv98jttYA
Stile Science/Light/3. 🖐 Hands-on science: Reflection,Upload,https://stileapp.com/uploads/au/T20170501-350c321c3e64ead16c5b98123bc97e82246da47c3a2d883a388974/E09_06.mp4?response-content-disposition=attachment;%20filename=%22E09_06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=l86AwW9RS51ljeUeVFILsIXNAT0%3D
Stile Science/Light/3. 🖐 Hands-on science: Make a periscope,Upload,https://stileapp.com/uploads/au/T20170807-da2b4748d48c686b2dc69f9ab5d6d4c4e8bb7afeda7f7942c9e1ad/E09_07.mp4?response-content-disposition=attachment;%20filename=%22E09_07.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=1YM06UvI0cEBoCNngP4O%2FUIkEc4%3D
Stile Science/Light/3. 🖐 Hands-on science: Refraction,Upload,https://stileapp.com/uploads/au/T20170501-1ae5bffac5e4f81256492cc448fb8db617875d39fbcf80a02c34af/E09_08.mp4?response-content-disposition=attachment;%20filename=%22E09_08.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=1lYd1EPxuqbB12s2XFV5DbM%2FXmA%3D
Stile Science/Light/3. 🖐 Hands-on science: Refraction,YouTube,https://youtube.com/watch?v=-yk4wl3BMew
Stile Science/Light/3. 🖐 Hands-on science: Refraction,YouTube,https://youtube.com/watch?v=U82bls8cDlI
Stile Science/Light/3. 🖐 Hands-on science: Refraction,YouTube,https://youtube.com/watch?v=eiQWCmF3dlo
Stile Science/Light/3. 🖐 Hands-on science: Make a rainbow,Upload,https://stileapp.com/uploads/au/T20170501-60ad9ad799954db13bb12986ad0910d110ac85306d1d14d0dad466/E09_09.mp4?response-content-disposition=attachment;%20filename=%22E09_09.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=ghBpb0wxCOxwwFZ7SuUNVVhFPas%3D
Stile Science/Light/3. 🖐 Hands-on science: Make a rainbow,YouTube,https://youtube.com/watch?v=h83GQPjXz_w
Stile Science/Light/3. 🖐 Hands-on science: Newton's colour wheel,YouTube,https://youtube.com/watch?v=7iV1m4j2wJQ
Stile Science/Light/3. 🔎 Investigation: Absorption,YouTube,https://youtube.com/watch?v=Um0ZXhrQUJ4
Stile Science/Light/3. 🔎 Investigation: Absorption,BTN,""
Stile Science/Light/4. Project: Uses of light,Upload,https://stileapp.com/uploads/au/T20170504-5ee7ee9ea0fa82c4ef501e2d7a1514035d8bdd5d8aa031348307eb/E09_10.mp4?response-content-disposition=attachment;%20filename=%22E09_10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=BHAOXYcr9J2VsP3RDKPJoY%2Blm4M%3D
Stile Science/Light/4. Project: Uses of light,BTN,""
Stile Science/Light/5. Escape from the Carnival of Lights,Upload,https://stileapp.com/uploads/au/T20170807-40af931a8e717ab1de16cc0db2095db31f1e3dd85791c4b7407193/E09_11.mp4?response-content-disposition=attachment;%20filename=%22E09_11.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=4s%2B91cfFGL2DbMVTPi6RSzI5fbM%3D
Stile Science/Light/5. Escape from the Carnival of Lights,Upload,https://stileapp.com/uploads/au/T20170504-8019e4b28d154df0f32abc2d66b4067ea63f24060bbec3a94c60ac/S09_12.mp4?response-content-disposition=attachment;%20filename=%22S09_12.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=53lhnZdvrJLQABfcAdjkbTB4mWo%3D
